Heading,Description,Date_Source
New picture of bearded Omar Abdullah posing with a doctor surfaces,"A picture of Omar Abdullah, former J&K Chief Minister, is going viral on social media where he can be seen with a doctor. Omar’s fresh detention came in March after he was booked under the public safety act","Manzoor Mir | March 05, 2020 20:51 IST"
"Anger against AAP simmers in Mustafabad over Tahir Hussain’s arrest, Kejriwal’s silence on BJP","Delhi CM Arvind Kejriwal’s decision to disown councillor Tahir Hussain, after he was named as an accused in the alleged killing of Intelligence Bureau (IB) staffer Ankit Sharma, doesn’t seem to have gone down too well in Mustafabad","Dhairya Maheshwari | March 05, 2020 18:37 IST"
"Suspend me, but please discuss Delhi riots..: Congress MP Gaurav Gogoi hits out at govt over order",The Centre on Thursday recommended suspending the Lok Sabha membership of Congress MP Gaurav Gogoi for full term after the Assam MP was among seven members pulled up speaker Om Birla,"India TV Politics Desk | March 05, 2020 17:10 IST"
Delhi violence: Kapil Mishra crowdfunds Rs 72 lakh for ‘Hindu’ riot victims,"The crowdfunding campaign being led by Kapil Mishra, first shared through his Twitter account on March 1, has so far been able to collect more than Rs 72 lakh for 'Hindu' riot victims","India TV Politics Desk | March 02, 2020 21:19 IST"
'Valmiki mafia': AAP stages walk out over Punjab minister's remarks against Valmiki community,AAP legislators on Monday walked out from the Punjab assembly over the alleged objectionable remarks against the Valmiki community by Cabinet Minister Bharat Bhushan Ashu,"PTI | March 02, 2020 20:21 IST"
"Delhi violence: Supreme Court agrees to hear cases against BJP leaders on March 4, but...","The Supreme Court on Monday agreed to hear cases against several leaders of the Bharatiya Janata Party (BJP), who have been accused victims of inciting violence in the National Capital last week","India TV Politics Desk | March 02, 2020 19:01 IST"
"Delhi violence: BJP demands searching of houses in riot-hit areas, recouping of damages from accused","Significantly, it has been reported that many of those involved in carrying out the violence were “outsiders.”","India TV Politics Desk | March 02, 2020 17:45 IST"
"DUSU leaders, including ABVP office-bearers, on fast, urge Delhiites to restore peace",The Delhi University Students Union (DUSU) on Monday launched a fast here urging residents of the national capital to stand and work together to restore peace,"IANS | March 02, 2020 17:19 IST"
"Delhi violence: Scuffle breaks out between Congress, BJP MPs as opposition firm on HM's resignation","Several scuffles broke out between parliamentarians from Congress and BJP in the Lok Sabha on Monday as opposition protested the sectarian clashes in the National Capital, which have left at least 46 persons dead","India TV Politics Desk | March 02, 2020 17:07 IST"
Bhim Army: All you need to know,"Bhim Army led by Chandrashekhar Azad, a social activist, lawyer and follower of Bhimrao Ramji Ambedkar, has announced that it will contest 2022 Uttar Pradesh assembly elections in alliance with Om Prakash Rajbhar's Suheldev Bhartiya Samaj Party (SBSP). Here's a brief introduction to what is Bhim Army.","India TV News Desk | March 02, 2020 15:46 IST"
Will be first to welcome if Sidhu joins our party: AAP Pubjab chief Bhagwant Mann,"Bhagwant Mann on Sunday said if Congress leader Navjot Singh Sidhu decides to join the AAP, he would be the first to welcome him","PTI | March 01, 2020 19:04 IST"
"Govt will unravel conspiracy, if any, behind Delhi violence: MoS Home G Kishan Reddy",At least 42 people died and over 200 injured in the violence in parts of northeast Delhi last week over the Citizenship Amendment Act,"PTI | March 01, 2020 18:46 IST"
Congress chief Sonia Gandhi presents chadar at Ajmer dargah,Congress chief Sonia Gandhi has presented a 'chadar' at the Ajmer dargah on the occasion of the 808th Urs of Sufi saint Hazrat Khwaja Moinuddin Hasan Chisti,"PTI | March 01, 2020 18:19 IST"
"'You are lying': MoS Anurag Thakur quips, when asked if he raised 'desh ke ghaddaron ko' slogan","""You are lying. You people should first enhance your knowledge,"" MoS Anurag Thakur replied, when asked if he had raised the slogan in the Delhi assembly polls","India TV Politics Desk | March 01, 2020 17:22 IST"
"AAP, BJP two sides of same coin: Congress on Delhi govt's nod in Kanhaiya sedition case","The Congress hit out at the Arvind Kejriwal government on Saturday for its sanction to prosecute Kanhaiya Kumar and nine others in connection with a sedition case, saying the AAP's thinking is the same as that of the BJP and they were ""two sides of the same coin"".","PTI | February 29, 2020 20:17 IST"
Can’t be in the same party as Anurag Thakur and Kapil Mishra: Bengal BJP leader quits party,"The ripple-effects of this week’s violence in Delhi were felt in West Bengal as actor-turned-politician Subhadra Mukherjee, who has worked in several movies and telly soaps, resigned from the BJP","India TV Politics Desk | February 29, 2020 15:52 IST"
Violence in Delhi due to 'incitement' of Muslims: Naqvi,"Union Minority Affairs Minister Mukhtar Abbas Naqvi has said some ""professional people engaged in the business of hatred"" have been consistently instigating the Muslims in a vicious manner","IANS | February 28, 2020 23:33 IST"
Delhi violence: When Kapil Mishra and Tahir Hussain used to be buddies,"While former AAP councillor Tahir Hussain is being probed for his role in Delhi violence, his former buddy Kapil Mishra has come under heavy scrutiny for a speech he made at Jafrabad, following which the violence escalated","Dhairya Maheshwari | February 29, 2020 8:03 IST"
Sushil Modi alleges dismal performance during RJD rule,"Bihar Deputy Chief minister Sushil Kumar Modi on Friday asserted that no development took place in the state except during the governments of Sri Krishna Sinha,Karpoori Thakur and the incumbent Nitish Kumar.","PTI | February 28, 2020 21:03 IST"
"Kapil Mishra a ‘blot,’ demand his immediate arrest: DSSW students’ union disown BJP leader","""We are ashamed of Kapil Mishra and also that he studied Social Work in our college,"" the Delhi School of Social Work (DSSW) students' union said","India TV Politics Desk | February 28, 2020 19:17 IST"
"Delhi violence: As the death toll rises to 42, calls for judicial probe grow shriller",Congress was on Friday joined by BSP chief Mayawati and Sunni cleric Maulana Khalid Rashid Firangi Mahali in demanding a judicial probe into Delhi violence. Mayawati accused the BJP of failing to fulfil its legal and constitutional duty,"India TV Politics Desk | February 28, 2020 18:17 IST"
"Bail to JeM militant: Amit Shah, NIA chief must resign, demands Abhishek Manu Singhvi","The Congress on Friday hit out at the Centre over bail to Pulwama accused Yusuf Chopan, saying the NIA failed to file a charge sheet in the case in which 40 CRPF troops were killed in a suicide attack on Feb 14 last year","IANS | February 28, 2020 16:44 IST"
Congress in Assam mulls alliance with AIUDF for Rajya Sabha seats,"Ahead of elections for the Rajya Sabha, the Congress in Assam has offered an olive branch to the AIUDF headed by Badruddin Ajmal to keep the BJP at bay.","IANS | February 28, 2020 15:16 IST"
Ravi Shankar Prasad slams Congress for playing politics on Delhi violence,Union Minister and BJP leader Ravi Shankar Prasad on Friday accused Congress of indulging into vote bank politics and not acting responsibly for maintaining peace and harmony during such sensitive time.,"India TV News Desk | February 28, 2020 15:03 IST"
'Is it the end of democracy?' Mamata Banerjee pens poem condemning Delhi violence,West Bengal Chief Minister Mamata Banerjee on Wednesday wrote a poem condemning the violence in Delhi as she sought answers for the incidents of vandalism and arson.,"PTI | February 26, 2020 23:23 IST"
Rejection of Savarkar resolution: Devendra Fadnavis slams Shiv Sena,"With the Maharashtra Assembly Speaker on Wednesday rejecting the BJP's demand for a government resolution honouring Hindutva icon V D Savarkar, senior leader Devendra Fadnavis launched a frontal attack on the Shiv Sena, calling it ""laachar"" (helpless) for power.","PTI | February 26, 2020 16:00 IST"
Odisha CM elected BJD president for 8th term,Odisha Chief Minister Naveen Patnaik has been re-elected as the President of Biju Janata Dal (BJD) for the eighth consecutive term on Wednesday.,"IANS | February 26, 2020 12:02 IST"
Polling in four Rajya Sabha seats in Odisha on March 26,"The biennial election to four Rajya Sabha seats from Odisha, among a total of 55 seats from 17 states, will be held on March 26, the Election Commission (EC) announced on Tuesday.","IANS | February 25, 2020 16:59 IST"
Fadnavis will remain as leader of Opposition: Shiv Sena,The ruling Shiv Sena in Maharashtra on Tuesday took a swipe at the RSS for suggesting that senior BJP leader and former chief minister Devendra Fadnavis will not remain in the opposition for long.,"PTI | February 25, 2020 16:04 IST"
"Sonia Gandhi condemns CAA violence in northeast Delhi, condoles death of Delhi Police constable","“I appeal to the people from all religions to maintain peace and defeat the evil intentions of divisive forces,” Congress President Sonia Gandhi said in a statement","India TV Politics Desk | February 24, 2020 23:53 IST"
Congress takes potshot at Trump for not mentioning Mahatma,"Congress on Monday criticised US President Donald Trump for not mentioning Mahatma Gandhi in the visitor book of Sabarmati Ashram and instead praising Modi and called him ""great friend"" (PM Modi) and called his tour a ""wonderful visit"" ""This is a snapshot of the note that someone sent.","IANS | February 24, 2020 17:26 IST"
Babulal Marandi elected as BJP legislative party leader,"Former Jharkhand Chief Minister Babulal Marandi was elected as the Legislative party leader of the Bharatiya Janata Party (BJP) here on Monday. He was elected unanimously as the leader after BJP Legislator Anant Ojha proposed his name, which was supported by other Legislators of the party.","IANS | February 24, 2020 15:57 IST"
Congress to try & convince Sena on CAA issue: Maharashtra MLA,"The Congress will try to convince Maharashtra Chief Minister Uddhav Thackeray on issues relating to the Citizenship Amendment Act (CAA) and urge him not to implement it, party's Bandra East MLA Zeeshan Siddique said here on Saturday.","PTI | February 24, 2020 13:39 IST"
Why Pawar wants mosque in name of invader Babar: Devendra Fadnavis,Senior BJP leader Devendra Fadnavis on Sunday attacked NCP chief Sharad Pawar over his demand for creation of a trust for construction of a mosque in Ayodhya on the lines of a similar body for Ram temple.,"PTI | February 23, 2020 23:40 IST"
"Congress wants Rahul Gandhi to return at helm, Tharoor demands fresh CWC elections","""I believe a revived @INCIndia is indispensable to provide a national alternative to the divisive policies of the BJP. This is why the current perception of drift must be ended"" Tharoor tweeted","IANS | February 23, 2020 23:32 IST"
Ask Trump if extraditing 19 lakh people from Assam is possible: Chidambaram to Modi,"""U.S. President Donald Trump has said that he will ask questions about the CAA even before his arrival. If six to 10 lakh people are going to be affected, will the visiting leader go without posing questions?"" Congress leader P Chidambaram asked","PTI | February 23, 2020 22:18 IST"
First see what's happening under your watch: Uddhav to BJP,"Hours after the BJP criticised the Maharashtra Vikas Aghadi (MVA) dispensation over the law and order situation, Chief Minister Uddhav Thackeray hit back at the party saying that those targeting his government should first see what is happening under their watch.","PTI | February 23, 2020 21:39 IST"
Congress leader Shatrughan Sinha denies he endorsed Pak Prez Alvi's concerns over Kashmir,"Sinha, 74, who was on a ""personal"" visit to Pakistan to attend a wedding there, met President Alvi after receiving a ""surprise"" invitation from him at the Governor's House in Lahore on Saturday","PTI | February 23, 2020 19:19 IST"
"Maharashtra coalition govt will last its full term, says Sharad Pawar","NCP president Sharad Pawar on Saturday said the Shiv Sena-NCP-Congress government will last its full term. Speaking at the ""Vision Maharashtra"" event organised by Marathi news channel Abp Majha, Pawar praised Chief Minister Uddhav Thackeray, who heads the Sena, for his leadership.","PTI | February 23, 2020 6:21 IST"
Cong accuses govt of waiving loans of 'crony friends'; demands names of beneficiaries be made public,The Congress on Saturday accused the Modi government of waiving loans to the tune of nearly Rs 8 lakh crore of crony capitalists since 2014 and demanded that the names of the beneficiaries be made public and a high-level panel set up to examine the process of loan waiver. Congress's chief spokesperson Randeep Surjewala cited a report,"PTI | February 22, 2020 23:28 IST"
Trump's upcoming visit to India a campaign for US polls: Baghel,"Chhattisgarh Chief Minister Bhupesh Baghel on Saturday termed US President Donald Trump's upcoming visit to India as a ""campaign"" for the presidential polls in that country. He said Trump is seeking votes of Indians settled in the US by visiting India.","PTI | February 23, 2020 9:28 IST"
"Congress leader Shatrughan Sinha meets Arif Alvi, allegedly backs Pakistan’s concerns on Kashmir","""Shatrughan Sinha endorsed concern of the President about the lockdown of 'occupied' Kashmir for more than 200 days,” the official Twitter handle of the Pakistan president Arif Alvi posted after the meeting","India TV Politics Desk | February 22, 2020 22:33 IST"
Mayawati accuses BJP of giving 'slow death' to reservation,"BSP leader Mayawati on Saturday charged the BJP with giving a ""slow death"" to the provision of reservation for SCs, STs and OBCs and alleged the ruling dispensation was using the ""divide and rule policy"" to distract people's attention from its failures.","PTI | February 22, 2020 22:04 IST"
"Sonbhadra ‘gold discovery’: UP deputy CM credits find to Lord Ram, Kashi Vishwanath","“Even Lord Ram wanted no dearth of funds for the construction of the Ram Temple in Ayodhya. That’s why he blessed us with the discovery,” Uttar Pradesh deputy CM Keshav Prasad Maurya said on Friday","India TV News Desk | February 22, 2020 22:02 IST"
"JP Nadda meets Nitish Kumar before concluding Patna tour, discusses assembly polls","BJP national president JP Nadda on Saturday called on Bihar Chief Minister Nitish Kumar, his counterpart in the JD(U), and is understood to have discussed among other things the state polls due later this year.","PTI | February 22, 2020 21:44 IST"
"BJD protests against AIIMS Bhubaneswar's directive on Hindi, demands 3-language formula","""We have submitted a memorandum to AIIMS Bhubaneswar authorities on the circular regarding use of Hindi and requested for a 3-language formula with focus on local language,"" said BJD MP Pinaki Mishra","IANS | February 22, 2020 19:49 IST"
Adhir Ranjan Chowdhury declines invite to attend Donald Trump banquet after Sonia snubbed,The President had extended an invite to Chaudhary as well as Leader of Opposition in Rajya Sabha Ghulam Nabi Azad for the banquet hosted in honour of the US President Donald Trump in New Delhi,"Vijai Laxmi | February 23, 2020 9:29 IST"
AIMIM's Waris Pathan takes back his '15 crore' Muslims remark,"All India Majlis-e-Ittehadul Muslimeen Spokesperson Waris Pathan has taken back his remarks that suggested ""15 crore"" Muslims will prove to be ""too much"" for ""100 crores""","India TV Politics Desk | February 22, 2020 19:55 IST"
"After Uddhav backs CAA, NPR, Congress says Maharashtra CM in need of a 'briefing'","Congress leader Manish Tewari said that Maharashtra CM Uddhav Thackeray requires a briefing on CAA rules to understand how NPR is the basis of NRC and ""religion"" cannot be basis of citizenship","IANS | February 22, 2020 19:20 IST"
K Surendran takes over as Kerala BJP chief,"Firebrand leader K Surendran, who came into limelight after the BJP and right wing outfits-led Sabarimala temple protests against entry of young women into the shrine, on Saturday took over as the chief of BJP's Kerala unit.","PTI | February 22, 2020 16:49 IST"
Cabinet expansion likely in Uttarakhand,Chief Minister Trivendra Singh Rawat's latest meeting with BJP president J P Nadda has fuelled speculations that a Cabinet expansion is likely in Uttarakhand.,"PTI | February 22, 2020 16:45 IST"
"Modi govt gave loans to 'crony friends', but no debt relief for farmers, alleges Congress","The Congress on Saturday cited a Credit Suisse report to allege that the Modi government waived loans worth Rs 7,77,800 crore of ""crony friends"" in five years, and asked why it could not give debt relief to farmers.","IANS | February 22, 2020 16:06 IST"
Lord Ram was the biggest socialist of his time: Samajwadi Party,"After Lord Hanuman hogged the limelight in the Delhi elections, the Samajwadi Party is trying hard to prove that Lord Ram was the biggest socialist of his time.","IANS | February 22, 2020 16:00 IST"
Ex-CM Marandi to be elected BJP legislative party leader,"Former Jharkhand Chief Minister Babulal Marandi is likely to be elected the legislative party leader of the BJP on February 24, sources said. ""A meeting of party legislators has been called on February 24 to elect the legislative party leader,"" Bharatiya Janata Party (BJP) Jharkhand unit general secretary Deepak Prakash","IANS | February 22, 2020 15:27 IST"
AAP has no objection if expelled JD(U) leader Prashant Kishor wants to join party,"“If Prashant Kishor ji wants to join us, we have no objection. Now, it’s his decision whether to come on board or not,” said AAP leader Sanjay Singh","India TV Politics Desk | February 21, 2020 20:37 IST"
Wish they understood Gandhi's nationalism: Congress on RSS chief Bhagwat's remark,"The Congress on Friday attacked the BJP and the Sangh Pariwar over RSS chief Mohan Bhagwat's remarks, saying if they would have understood Mahatma Gandhi's nationalism then the need for distancing themselves from nationalism would not have arisen.","PTI | February 21, 2020 20:15 IST"
Don't mistake Hindu tolerance for weakness: Fadnavis to Pathan,"Former Maharashtra chief minister and senior BJP leader Devendra Fadnavis on Friday condemned AIMIM leader Waris Pathan's reported remarks that 15 crore Muslims are more than a match for the country's 100 crore Hindus, and asked the latter not to mistake the majority community's tolerance for weakness.","PTI | February 21, 2020 19:49 IST"
"AAP MLA Shoaib Iqbal appointed pro-tem Speaker of Delhi Assembly, unlikely to get speaker's post","Iqbal, who has been elected for the sixth time from Matia Mahal constituency, will oversee the oath-taking of newly-elected members on February 24 when the first session of the assembly begins","PTI | February 21, 2020 19:44 IST"
‘Regret voting for this man': AAP MLA’s Hanuman statue demand at Ayodhya draws strong reactions,"“I regret voting for this man. It has escalated quickly from Hanuman Chalisa to now a statue. We will remember the next time you come asking for votes, journalist Vidya Krishnan wrote on Twitter","India TV Politics Desk | February 21, 2020 18:43 IST"
BJP accuses Odisha govt of failing to address unemployment,"Opposition BJP on Thursday raised unemployment issue both inside the Odisha Assembly and outside, accusing the BJD government of failing to meet aspirations of the youths in the state.","PTI | February 20, 2020 22:39 IST"
"PM Modi, Amit Shah can't always help BJP: RSS mouthpiece Organiser","""Narendra Modi and Amit Shah cannot always help out in the Assembly level elections and there is no option but to rebuild the organisation in Delhi to address the local aspirations,"" read the article in RSS mouthpiece Organiser","IANS | February 20, 2020 21:51 IST"
BJP MP Subramanian Swamy critical of “gushing” of Indian officials for President Trump,BJP MP Subramanian Swamy said on Thursday that “gushing” of Indian officials for US President Donald Trump could have a “counter-effect” in the minds of Americans,"India TV Politics Desk | February 20, 2020 21:28 IST"
Kamal Nath questions PM Modi's claims on surgical strikes,"Madhya Pradesh Chief Minister Kamal Nath on Thursday questioned the claims of Prime Minister Narendra Modi on surgical strikes and launched a fierce attack on former chief minister Shivraj Singh Chouhan for his ""blatant lies and hunger for credit"".","IANS | February 20, 2020 21:14 IST"
Install Lord Hanuman's big idol at Ayodhya temple: AAP MLA Saurabh Bhardwaj,"Bharadwaj has already announced recitation of Sundar Kand on every Tuesday in a temple in his constituency, organising one such event in a temple in Chirag Dilli area on February 18","IANS | February 20, 2020 20:43 IST"
Rahul Gandhi all set to return as Congress President in April: Report,"Rahul Gandhi is set to return as party President in April, said party sources here in New Delhi on Thursday.","IANS | February 20, 2020 18:51 IST"
No intention to remove Article 371 from NE: Amit Shah,"Union Home Minister Amit Shah on Thursday assured that the Central government has no intention to remove Article 371 which provides special powers to the northeast, and warned that those trying to spread rumours will not succeed in their attempts.","IANS | February 20, 2020 18:34 IST"
AIMIM leader Waris Pathan's shocker: '15 crore will be tough on 100 crores',"AIMIM chief Asaduddin Owaisi, who was in attendance at the rally reportedly covered his face in reaction to Waris Pathan's comment.","India TV News Desk | February 20, 2020 15:21 IST"
"2 BJP MLAs 'reach out' to HDK, Lingayat sect legislators hold meeting","Amid speculations of factionalism in ruling BJP after the recent meeting of senior MLAs 'upset' over not being inducted into the BS Yediyurappa ministry, more such activities surfaced with another group discussing cabinet representation and a couple of legislators reportedly getting in touch with JDS leader HD Kumaraswamy.","PTI | February 19, 2020 23:45 IST"
No 'official' talks with Navjot Singh Sidhu yet: Bhagwant Mann on Congress leader joining AAP,"Amid speculations that AAP is trying to woo Congress leader Navjot Singh Sidhu ahead of the 2022 assembly polls, party's Punjab chief Bhagwant Mann on Wednesday said they have not held any talks at the ""official-level"" with the cricketer-turned-politician.","PTI | February 19, 2020 20:27 IST"
"Why didn't we hug before, Uddhav Thackeray tells Ajit Pawar","Lobbing a surprise political googly, Chief Minister Uddhav Thackeray on Wednesday said the Shiv Sena and Nationalist Congress Party should have allied much earlier for the benefit of the people of Maharashtra.","IANS | February 19, 2020 17:37 IST"
"Fruitful meeting, says Arvind Kejriwal after meeting Amit Shah",Delhi Chief Minister Arvind Kejriwal met the Union Home Minister Amit Shah on Wednesday and said the two had a good and fruitful meeting.,"IANS | February 19, 2020 17:30 IST"
Prashant Kishor to launch 'Baat Bihar Ki' campaign from Feb 20,"Expelled Janata Dal-United Vice President and top election strategist Prashant Kishor on Tuesday said that he has ""no intention"" to join politics but said he will launch ""Baat Bihar Ki"" campaign involving those who believe in his vision to bring the state among the top 10 states of the country.","IANS | February 18, 2020 23:15 IST"
Congress in no hurry to appoint Delhi unit chief,"The Congress does not seem in a hurry to appoint its Delhi unit President, even as different contenders have begun to lobby for the post. Following the poll drubbing the party received in the Delhi Assembly elections, there are various options that have to be weighed in, party sources said.","IANS | February 18, 2020 22:57 IST"
"Not angry even at Shivraj, why would I be at Scindia? says Kamal Nath","With everyone making speculations about the alleged Jyotiraditya Scindia and Kamal Nath feud, the Madhya Pradesh CM on Tuesday sought to quell rumours.","India TV Politics Desk | February 18, 2020 20:56 IST"
Guarantee card a priority for Arvind Kejriwal cabinet,"The 'Kejriwal ka Guarantee Card', released by Aam Aadmi Party chief Arvind Kejriwal ahead of the Delhi Assembly polls is the top priority of the newly formed government","IANS | February 18, 2020 18:51 IST"
"Prashant Kishor is mentally unwell, says JDU's Ajay Alok","Prashant Kishor, who was recently expelled from Nitish Kumar's JDU for openly opposing CAA and NRC, is set to launch a campaign titled 'Baat Bihar Ki' that will begin on February 20 and reach out to people ""who believe in need for a new leadership for Bihar"".","India TV News Desk | February 18, 2020 13:11 IST"
Kailash Gahlot richest minister in the AAP govt: ADR,"Delhi Transport Minister Kailash Gahlot is the richest minister in the AAP government, according to a report released by the Association for Democratic Reforms (ADR) on Monday.","PTI | February 18, 2020 0:11 IST"
Cong refrains from answering 'speculative' question on if Priyanka will be sent to Rajya Sabha,The Congress on Monday refrained from answering a question on whether the party was contemplating to send its general secretary Priyanka Gandhi Vadra to Rajya Sabha.,"PTI | February 17, 2020 23:01 IST"
"As Marandi goes back to BJP, his JVM-P MLAs join Congress","Jharkhand's former Chief Minister Babulal Marandi merged his party into the BJP in Ranchi, two of his MLAs joined the Congress here in Delhi.","IANS | February 17, 2020 18:44 IST"
"After 'missing' for months, Navjot Singh Sidhu resurfaces","​After months of ""self-imposed"" political exile, Congress leader and former Punjab Minister Navjot Singh Sidhu was seen at a public function in his hometown Amritsar that was attended by his political rivals, including former Akali minister Bikram Majithia.","IANS | February 17, 2020 18:25 IST"
Kejriwal unlikely to make major changes in portfolios of newly appointed cabinet ministers,"Delhi Chief Minister Arvind Kejriwal is unlikely to make major changes in the portfolios of his newly appointed cabinet ministers who will most probably continue to hold the same charges as in the previous government, sources said on Sunday.","PTI | February 17, 2020 15:34 IST"
Promises in MP Congress manifesto need to be fulfilled: Jyotiraditya Scindia,"Congress general secretary Jyotiraditya Scindia said he is a public servant and will have to hit the streets if promises made in the manifesto for the 2018 Assembly polls, which brought the party to power in Madhya Pradesh, are not fulfilled.","PTI | February 17, 2020 15:05 IST"
"Kamal Nath, Jyotiraditya Scindia to meet this week to sort out differences","Amid an ongoing tug of war, Madhya Pradesh Chief Minister Kamal Nath and his fellow Congressman Jyotiraditya Scindia are expected to meet this week to sort out differences between them.","PTI | February 16, 2020 23:24 IST"
AAP expansion plan: Party to connect with one crore people under month-long nationwide campaign,"As part of its expansion plan, the AAP will launch a campaign from February 23 to March 23 in all states to connect with one crore people, senior party leader Gopal Rai said on Sunday.","PTI | February 16, 2020 21:45 IST"
JP Nadda to party cadre: 'Be ready for all versus the BJP',"BJP's new President had one message for its cadre from its Maharashtra conclave held in Navi Mumbai on Sunday: as the party moves ahead, it will fight it alone.","IANS | February 16, 2020 17:59 IST"
Kejriwal not 'anti-Modi': Congress leader Acharya Pramod,"Congress leader and spiritual Guru Acharya Pramod Krishnam alleged that Kejriwal is not anti-Modi. Taking on Twitter Acharya Pramod wrote ""The way Kejriwal spoke today, one thing is clear that he might not be a Modi supporter but he is not anti-Modi.""","IANS | February 16, 2020 16:59 IST"
"Want to make India the best country: Kejriwal betrays national ambitions, but wary of PM Modi",AAP is scheduled to hold a meeting of its national executive later in the day to deliberate on a proposal to contest local body elections across the country in the wake of its spectacular Delhi election victory,"India TV Politics Desk | February 16, 2020 13:43 IST"
"Arvind Kejriwal sworn in as Delhi CM for a record third time in front of 50,000 people","Kejriwal was sworn-in by Delhi's Lieutenant Governor Anil Baijal along with six of his legislator colleagues, who have been retained as cabinet ministers- Manish Sisodia, Satyendar Jain, Gopal Rai, Kailash Gehlot, Imran Hussain and Rajendra Gautam","India TV Politics Desk | February 16, 2020 18:15 IST"
Sonia Gandhi will select new Madhya Pradesh Congress chief: Kamal Nath,Madhya Pradesh Chief Minister Kamal Nath on Saturday said that party president Sonia Gandhi will pick the new chief for the state.,"PTI | February 15, 2020 23:45 IST"
"Sri Lankan Tamil refugees, Ahmadiyyas must find a place in CAA: Sri Sri on Aap Ki Adalat","Talking to India TV's Editor-in-Chief Rajat Sharma in Aap Ki Adalat, Art of Living founder Sri Sri Ravi Shankar made a case for Sri Lankan Tamil refugees and persecuted minorities within Islam, including Ahmadiyyas, to be included within the ambit of the CAA","India TV Politics Desk | February 15, 2020 23:39 IST"
SP workers thrash youth after he chants ‘Jai Shree Ram’ in presence of Akhilesh Yadav,"After questioning the Samajwadi Party chief over unemployment, the youth was asked by Akhilesh Yadav if he was a BJP worker, To which, he chanted ‘Jai Shree Ram’","India TV Politics Desk | February 15, 2020 19:02 IST"
"Scindia vs Kamal Nath: Congress united under MP CM, says Digvijaya Singh","Use of the argument ""Promise letter is for 5 years"" by Digvijaya Singh is interesting as Kamal Nath himself has said this before to counter Jyotiraditya Scindia's charge that the state government is not doing enough in accordance to Congress' poll promises.","India TV Politics Desk | February 15, 2020 19:04 IST"
No meeting between Shaheen Bagh protestors and Amit Shah planned for Sunday: MHA sources,"While a section of CAA protestors at Shaheen Bagh wants to hold talks with the government, another group of protestors is vociferously opposed to holding any talks","India TV News Desk | February 15, 2020 18:09 IST"
50 'special guests' to share stage with Arvind Kejriwal on Sunday,The Aam Aadmi Party on Saturday said it is inviting 50 representatives from different sectors contributing towards the Delhi governance to the oath-taking ceremony of Arvind Kejriwal,"IANS | February 15, 2020 17:09 IST"
"Facing flak, 'missing' Gurdaspur MP Sunny Deol comes to town",Bollywood star-turned-politician Sunny Deol on Saturday announced he will start his party programmes in his Punjab constituency Gurdaspur.,"PTI | February 15, 2020 14:43 IST"
BJP lost in Delhi poll because of Congress' 'sudden disappearance': Prakash Javadekar,Union Minister Prakash Javadekar on Friday blamed Congress' disastrous performance in the just concluded Delhi assembly elections for the saffron party not being able to win power,"India TV Politics Desk | February 14, 2020 18:17 IST"
Will talk to Shaheen Bagh protestors when the time is 'right': Sri Sri on Aap Ki Adalat,"Art of Living founder and spiritual leader Sri Sri Ravi Shankar will speak to the protestors at New Delhi's Shaheen Bagh when the 'time is right', he revealed during his interaction with India TV's Editor-in-Chief Rajat Sharma in this week's Aap Ki Adalat","India TV News Desk | February 13, 2020 20:56 IST"
PM Modi 'succumbing' to US pressure: CPI (M) to launch protest during Trump's visit,"CPI(M) general secretary Sitaram Yechury said on Thursday that his party will stage protest during US President Donald Trump's visit to thecountry later this month, as he was coming to boost American economy at the cost of India's interest.","PTI | February 13, 2020 19:54 IST"
"Is hiking LPG cylinder prices revenge for crushing defeat in Delhi polls, Congress jabs BJP","The Congress on Thursday demanded that the government should rollback the LPG cylinder price hike and wondered if the increase in prices of cooking gas was ""revenge"" for the saffron party's crushing defeat in the Delhi polls.","PTI | February 13, 2020 19:13 IST"
Bengal BJP divided on strategy for 2021 state polls,"After the BJP's defeat in the Delhi Assembly elections, poll managers of its West Bengal unit are divided whether to push its aggressive strategy on the CAA-NRC or mellow it down and lace it with alternate policies of governance.","PTI | February 13, 2020 14:00 IST"
"Congress leader Hardik Patel missing since Jan 24, claims wife Kinjal",Congress leader Hardik Patel's wife Kinjal here on Monday claimed her husband was untraceable since his release from jail on January 24. He was arrested on January 18,"IANS | February 10, 2020 23:25 IST"
"Congress' protest against 'anti-quota' ideology of BJP, RSS on Feb 16","The Congress will hold a countrywide protest on February 16 to expose the ""anti-quota"" ideology of the Bharatiya Janata Party (BJP) and the Rashtriya Swayamsewak Sangh (RSS), said Congress General Secretary (Organisation) K.C. Venugopal on Monday.","IANS | February 10, 2020 17:00 IST"
"Priyanka offers prayers at Ravidas temple in Varanasi, says his teachings are need of the hour","Congress general secretary Priyanka Gandhi Vadra on Sunday said 14th century saint Ravidas dreamt of a society where there is no discrimination on the basis of caste and religion, and that everyone should work towards fulfilling it.","PTI | February 09, 2020 21:15 IST"
Congress demands unconditional apology from Harsh Vardhan,"After the scuffle between MPs in the Lok Sabha on Friday, the Congress has demanded an unconditional apology from Union Health Minister Harsh Vardhan for targeting Rahul Gandhi during the question hour.","IANS | February 07, 2020 23:25 IST"
